1.000000000000000000e+00;9.400000000000000355e+00
2.000000000000000000e+00;1.146133333333333404e+01
3.000000000000000000e+00;1.352266666666666595e+01
4.000000000000000000e+00;1.558399999999999963e+01
5.000000000000000000e+00;1.764533333333333331e+01
6.000000000000000000e+00;1.970666666666666700e+01
7.000000000000000000e+00;1.774888888888888872e+01
8.000000000000000000e+00;1.662166666666666615e+01
9.000000000000000000e+00;1.549444444444444358e+01
1.000000000000000000e+01;1.436722222222222278e+01
1.100000000000000000e+01;1.324000000000000021e+01
1.200000000000000000e+01;1.158352941176470630e+01
1.000000000000000000e+00;1.370615384615384613e+01
2.000000000000000000e+00;1.812905982905982682e+01
3.000000000000000000e+00;2.255196581196581107e+01
4.000000000000000000e+00;2.697487179487179532e+01
5.000000000000000000e+00;3.139777777777777601e+01
6.000000000000000000e+00;2.915705882352941103e+01
7.000000000000000000e+00;2.750000000000000000e+01
8.000000000000000000e+00;2.762500000000000000e+01
9.000000000000000000e+00;2.775000000000000000e+01
1.000000000000000000e+01;2.787500000000000000e+01
1.100000000000000000e+01;2.800000000000000000e+01
1.200000000000000000e+01;1.904357142857142904e+01
1.000000000000000000e+00;2.271000000000000085e+01
2.000000000000000000e+00;3.097333333333333627e+01
3.000000000000000000e+00;3.923666666666666458e+01
4.000000000000000000e+00;4.750000000000000000e+01
5.000000000000000000e+00;4.169000000000000483e+01
6.000000000000000000e+00;2.783999999999999631e+01
7.000000000000000000e+00;2.303399999999999892e+01
8.000000000000000000e+00;2.070850000000000080e+01
9.000000000000000000e+00;1.838299999999999912e+01
1.000000000000000000e+01;1.605749999999999744e+01
1.100000000000000000e+01;1.373199999999999932e+01
1.200000000000000000e+01;8.681666666666666643e+00
1.000000000000000000e+00;8.554999999999999716e+00
2.000000000000000000e+00;1.001347222222222300e+01
3.000000000000000000e+00;1.147194444444444450e+01
4.000000000000000000e+00;1.293041666666666600e+01
5.000000000000000000e+00;1.438888888888888928e+01
6.000000000000000000e+00;1.543647058823529505e+01
7.000000000000000000e+00;9.395333333333333314e+00
8.000000000000000000e+00;9.946500000000000341e+00
9.000000000000000000e+00;1.049766666666666737e+01
1.000000000000000000e+01;1.104883333333333262e+01
1.100000000000000000e+01;1.159999999999999964e+01
1.200000000000000000e+01;8.668333333333333002e+00
1.000000000000000000e+00;1.068299999999999983e+01
2.000000000000000000e+00;1.094082142857142870e+01
3.000000000000000000e+00;1.119864285714285757e+01
4.000000000000000000e+00;1.145646428571428466e+01
5.000000000000000000e+00;1.171428571428571352e+01
6.000000000000000000e+00;1.305357142857142883e+01
7.000000000000000000e+00;1.028153846153846196e+01
8.000000000000000000e+00;1.291515384615384576e+01
9.000000000000000000e+00;1.554876923076923134e+01
1.000000000000000000e+01;1.818238461538461337e+01
1.100000000000000000e+01;2.081599999999999895e+01
1.200000000000000000e+01;1.971937500000000298e+01
1.000000000000000000e+00;2.127777777777777857e+01
2.000000000000000000e+00;3.075000000000000000e+01
