1.000000000000000000e+01;8.096999999999999753e-01
1.100000000000000000e+01;8.221000000000000529e-01
1.200000000000000000e+01;8.226999999999999869e-01
1.000000000000000000e+00;8.110000000000000542e-01
2.000000000000000000e+00;8.218999999999999639e-01
3.000000000000000000e+00;8.427000000000000046e-01
4.000000000000000000e+00;8.766000000000000458e-01
5.000000000000000000e+00;9.093999999999999861e-01
6.000000000000000000e+00;9.419999999999999485e-01
7.000000000000000000e+00;9.798000000000000043e-01
8.000000000000000000e+00;1.014299999999999979e+00
9.000000000000000000e+00;1.037800000000000056e+00
1.000000000000000000e+01;1.038999999999999924e+00
1.100000000000000000e+01;1.019600000000000062e+00
1.200000000000000000e+01;9.602000000000000535e-01
1.000000000000000000e+00;9.180000000000000382e-01
2.000000000000000000e+00;9.124999999999999778e-01
3.000000000000000000e+00;9.418999999999999595e-01
4.000000000000000000e+00;9.995000000000000551e-01
5.000000000000000000e+00;1.020299999999999985e+00
6.000000000000000000e+00;1.012799999999999923e+00
7.000000000000000000e+00;1.012699999999999934e+00
8.000000000000000000e+00;1.011900000000000022e+00
9.000000000000000000e+00;1.003700000000000037e+00
1.000000000000000000e+01;9.824000000000000510e-01
1.100000000000000000e+01;9.404000000000000137e-01
1.200000000000000000e+01;8.968000000000000416e-01
1.000000000000000000e+00;8.446000000000000174e-01
2.000000000000000000e+00;8.381999999999999451e-01
3.000000000000000000e+00;8.554000000000000492e-01
4.000000000000000000e+00;8.941999999999999948e-01
5.000000000000000000e+00;9.334000000000000075e-01
6.000000000000000000e+00;9.536999999999999922e-01
7.000000000000000000e+00;9.759999999999999787e-01
8.000000000000000000e+00;9.963999999999999524e-01
9.000000000000000000e+00;9.844000000000000528e-01
1.000000000000000000e+01;9.730999999999999650e-01
1.100000000000000000e+01;9.675000000000000266e-01
1.200000000000000000e+01;9.673000000000000487e-01
1.000000000000000000e+00;9.659999999999999698e-01
2.000000000000000000e+00;9.980999999999999872e-01
3.000000000000000000e+00;1.045600000000000085e+00
4.000000000000000000e+00;1.106800000000000006e+00
5.000000000000000000e+00;1.157100000000000017e+00
6.000000000000000000e+00;1.216499999999999915e+00
7.000000000000000000e+00;1.381299999999999972e+00
8.000000000000000000e+00;1.576799999999999979e+00
9.000000000000000000e+00;1.525700000000000056e+00
1.000000000000000000e+01;1.396099999999999897e+00
1.100000000000000000e+01;1.233100000000000085e+00
1.200000000000000000e+01;1.191000000000000059e+00
1.000000000000000000e+00;1.188499999999999890e+00
2.000000000000000000e+00;1.215200000000000058e+00
3.000000000000000000e+00;1.232599999999999918e+00
4.000000000000000000e+00;1.258399999999999963e+00
5.000000000000000000e+00;1.273500000000000076e+00
6.000000000000000000e+00;1.268799999999999928e+00
7.000000000000000000e+00;1.234299999999999953e+00
8.000000000000000000e+00;1.155499999999999972e+00
9.000000000000000000e+00;1.084300000000000042e+00
1.000000000000000000e+01;1.005200000000000093e+00
1.100000000000000000e+01;1.000299999999999967e+00
1.200000000000000000e+01;1.000599999999999934e+00
1.000000000000000000e+00;9.831999999999999629e-01
2.000000000000000000e+00;1.020399999999999974e+00
3.000000000000000000e+00;1.074500000000000011e+00
4.000000000000000000e+00;1.157399999999999984e+00
5.000000000000000000e+00;1.254499999999999948e+00
6.000000000000000000e+00;1.296000000000000041e+00
7.000000000000000000e+00;1.478099999999999969e+00
8.000000000000000000e+00;1.546599999999999975e+00
9.000000000000000000e+00;1.474800000000000111e+00
1.000000000000000000e+01;1.440099999999999936e+00
1.100000000000000000e+01;1.362400000000000055e+00
1.200000000000000000e+01;1.234399999999999942e+00
1.000000000000000000e+00;1.283600000000000074e+00
2.000000000000000000e+00;1.414600000000000080e+00
3.000000000000000000e+00;1.478399999999999936e+00
4.000000000000000000e+00;1.491999999999999993e+00
5.000000000000000000e+00;1.517500000000000071e+00
6.000000000000000000e+00;1.527800000000000047e+00
7.000000000000000000e+00;1.406400000000000095e+00
8.000000000000000000e+00;1.346600000000000019e+00
9.000000000000000000e+00;1.372800000000000020e+00
1.000000000000000000e+01;1.363499999999999934e+00
1.100000000000000000e+01;1.349299999999999944e+00
1.200000000000000000e+01;1.353499999999999925e+00
1.000000000000000000e+00;1.368300000000000072e+00
2.000000000000000000e+00;1.417499999999999982e+00
3.000000000000000000e+00;1.437599999999999989e+00
4.000000000000000000e+00;1.451500000000000012e+00
5.000000000000000000e+00;1.378300000000000081e+00
6.000000000000000000e+00;1.513500000000000068e+00
7.000000000000000000e+00;1.757300000000000084e+00
8.000000000000000000e+00;1.942600000000000104e+00
9.000000000000000000e+00;2.131899999999999906e+00
1.000000000000000000e+01;2.158599999999999852e+00
1.100000000000000000e+01;2.043400000000000105e+00
1.200000000000000000e+01;2.126199999999999868e+00
1.000000000000000000e+00;2.034400000000000208e+00
2.000000000000000000e+00;1.988899999999999890e+00
3.000000000000000000e+00;1.938399999999999901e+00
4.000000000000000000e+00;1.983700000000000019e+00
5.000000000000000000e+00;2.036399999999999988e+00
6.000000000000000000e+00;2.201000000000000068e+00
7.000000000000000000e+00;2.310799999999999965e+00
8.000000000000000000e+00;2.359500000000000153e+00
9.000000000000000000e+00;2.382699999999999818e+00
1.000000000000000000e+01;2.330499999999999794e+00
1.100000000000000000e+01;2.185700000000000198e+00
1.200000000000000000e+01;2.120999999999999996e+00
1.000000000000000000e+00;2.109300000000000175e+00
2.000000000000000000e+00;2.139699999999999935e+00
3.000000000000000000e+00;2.210399999999999920e+00
4.000000000000000000e+00;2.426899999999999835e+00
5.000000000000000000e+00;2.544399999999999995e+00
6.000000000000000000e+00;2.680099999999999927e+00
7.000000000000000000e+00;3.193200000000000038e+00
8.000000000000000000e+00;3.570699999999999985e+00
9.000000000000000000e+00;3.047600000000000087e+00
